"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C01","Population 3 years and over","2011","2011","081","81 years","98","Not stated","Number","535"
"F8006C01","Population 3 years and over","2011","2011","082","82 years","07","Population","Number","13893"
"F8006C01","Population 3 years and over","2011","2011","082","82 years","12","All Irish speakers","Number","4612"
"F8006C01","Population 3 years and over","2011","2011","082","82 years","13","Non-Irish speakers","Number","8798"
"F8006C01","Population 3 years and over","2011","2011","082","82 years","98","Not stated","Number","483"
"F8006C01","Population 3 years and over","2011","2011","083","83 years","07","Population","Number","12378"
"F8006C01","Population 3 years and over","2011","2011","083","83 years","12","All Irish speakers","Number","4050"
"F8006C01","Population 3 years and over","2011","2011","083","83 years","13","Non-Irish speakers","Number","7838"
"F8006C01","Population 3 years and over","2011","2011","083","83 years","98","Not stated","Number","490"
"F8006C01","Population 3 years and over","2011","2011","084","84 years","07","Population","Number","11557"
"F8006C01","Population 3 years and over","2011","2011","084","84 years","12","All Irish speakers","Number","3791"
"F8006C01","Population 3 years and over","2011","2011","084","84 years","13","Non-Irish speakers","Number","7254"
"F8006C01","Population 3 years and over","2011","2011","084","84 years","98","Not stated","Number","512"
"F8006C01","Population 3 years and over","2011","2011","085","85 years","07","Population","Number","10247"
"F8006C01","Population 3 years and over","2011","2011","085","85 years","12","All Irish speakers","Number","3351"
"F8006C01","Population 3 years and over","2011","2011","085","85 years","13","Non-Irish speakers","Number","6482"
"F8006C01","Population 3 years and over","2011","2011","085","85 years","98","Not stated","Number","414"
"F8006C01","Population 3 years and over","2011","2011","086","86 years","07","Population","Number","9249"
"F8006C01","Population 3 years and over","2011","2011","086","86 years","12","All Irish speakers","Number","2958"
"F8006C01","Population 3 years and over","2011","2011","086","86 years","13","Non-Irish speakers","Number","5857"
"F8006C01","Population 3 years and over","2011","2011","086","86 years","98","Not stated","Number","434"
"F8006C01","Population 3 years and over","2011","2011","087","87 years","07","Population","Number","7975"
"F8006C01","Population 3 years and over","2011","2011","087","87 years","12","All Irish speakers","Number","2539"
"F8006C01","Population 3 years and over","2011","2011","087","87 years","13","Non-Irish speakers","Number","5052"
"F8006C01","Population 3 years and over","2011","2011","087","87 years","98","Not stated","Number","384"
"F8006C01","Population 3 years and over","2011","2011","088","88 years","07","Population","Number","6854"
"F8006C01","Population 3 years and over","2011","2011","088","88 years","12","All Irish speakers","Number","2108"
"F8006C01","Population 3 years and over","2011","2011","088","88 years","13","Non-Irish speakers","Number","4385"
"F8006C01","Population 3 years and over","2011","2011","088","88 years","98","Not stated","Number","361"
"F8006C01","Population 3 years and over","2011","2011","089","89 years","07","Population","Number","5562"
"F8006C01","Population 3 years and over","2011","2011","089","89 years","12","All Irish speakers","Number","1711"
"F8006C01","Population 3 years and over","2011","2011","089","89 years","13","Non-Irish speakers","Number","3539"
"F8006C01","Population 3 years and over","2011","2011","089","89 years","98","Not stated","Number","312"
"F8006C01","Population 3 years and over","2011","2011","090","90 years","07","Population","Number","4718"
"F8006C01","Population 3 years and over","2011","2011","090","90 years","12","All Irish speakers","Number","1429"
"F8006C01","Population 3 years and over","2011","2011","090","90 years","13","Non-Irish speakers","Number","2994"
"F8006C01","Population 3 years and over","2011","2011","090","90 years","98","Not stated","Number","295"
"F8006C01","Population 3 years and over","2011","2011","091","91 years","07","Population","Number","3859"
"F8006C01","Population 3 years and over","2011","2011","091","91 years","12","All Irish speakers","Number","1133"
"F8006C01","Population 3 years and over","2011","2011","091","91 years","13","Non-Irish speakers","Number","2461"
"F8006C01","Population 3 years and over","2011","2011","091","91 years","98","Not stated","Number","265"
"F8006C01","Population 3 years and over","2011","2011","092","92 years","07","Population","Number","2763"
"F8006C01","Population 3 years and over","2011","2011","092","92 years","12","All Irish speakers","Number","793"
"F8006C01","Population 3 years and over","2011","2011","092","92 years","13","Non-Irish speakers","Number","1779"
"F8006C01","Population 3 years and over","2011","2011","092","92 years","98","Not stated","Number","191"
"F8006C01","Population 3 years and over","2011","2011","093","93 years","07","Population","Number","1927"
"F8006C01","Population 3 years and over","2011","2011","093","93 years","12","All Irish speakers","Number","557"
"F8006C01","Population 3 years and over","2011","2011","093","93 years","13","Non-Irish speakers","Number","1224"
"F8006C01","Population 3 years and over","2011","2011","093","93 years","98","Not stated","Number","146"
"F8006C01","Population 3 years and over","2011","2011","094","94 years","07","Population","Number","1610"
"F8006C01","Population 3 years and over","2011","2011","094","94 years","12","All Irish speakers","Number","476"
"F8006C01","Population 3 years and over","2011","2011","094","94 years","13","Non-Irish speakers","Number","992"
"F8006C01","Population 3 years and over","2011","2011","094","94 years","98","Not stated","Number","142"
"F8006C01","Population 3 years and over","2011","2011","095","95 years","07","Population","Number","1166"
"F8006C01","Population 3 years and over","2011","2011","095","95 years","12","All Irish speakers","Number","333"
"F8006C01","Population 3 years and over","2011","2011","095","95 years","13","Non-Irish speakers","Number","745"
"F8006C01","Population 3 years and over","2011","2011","095","95 years","98","Not stated","Number","88"
"F8006C01","Population 3 years and over","2011","2011","096","96 years","07","Population","Number","810"
"F8006C01","Population 3 years and over","2011","2011","096","96 years","12","All Irish speakers","Number","209"
"F8006C01","Population 3 years and over","2011","2011","096","96 years","13","Non-Irish speakers","Number","527"
"F8006C01","Population 3 years and over","2011","2011","096","96 years","98","Not stated","Number","74"
"F8006C01","Population 3 years and over","2011","2011","097","97 years","07","Population","Number","638"
"F8006C01","Population 3 years and over","2011","2011","097","97 years","12","All Irish speakers","Number","156"
"F8006C01","Population 3 years and over","2011","2011","097","97 years","13","Non-Irish speakers","Number","418"
"F8006C01","Population 3 years and over","2011","2011","097","97 years","98","Not stated","Number","64"
"F8006C01","Population 3 years and over","2011","2011","098","98 years","07","Population","Number","381"
"F8006C01","Population 3 years and over","2011","2011","098","98 years","12","All Irish speakers","Number","90"
"F8006C01","Population 3 years and over","2011","2011","098","98 years","13","Non-Irish speakers","Number","253"
"F8006C01","Population 3 years and over","2011","2011","098","98 years","98","Not stated","Number","38"
"F8006C01","Population 3 years and over","2011","2011","099","99 years","07","Population","Number","268"
"F8006C01","Population 3 years and over","2011","2011","099","99 years","12","All Irish speakers","Number","62"
"F8006C01","Population 3 years and over","2011","2011","099","99 years","13","Non-Irish speakers","Number","181"
"F8006C01","Population 3 years and over","2011","2011","099","99 years","98","Not stated","Number","25"
"F8006C01","Population 3 years and over","2011","2011","650","100 years and over","07","Population","Number","389"
"F8006C01","Population 3 years and over","2011","2011","650","100 years and over","12","All Irish speakers","Number","107"
"F8006C01","Population 3 years and over","2011","2011","650","100 years and over","13","Non-Irish speakers","Number","241"
"F8006C01","Population 3 years and over","2011","2011","650","100 years and over","98","Not stated","Number","41"
"F8006C01","Population 3 years and over","2016","2016","-","All ages","07","Population","Number","4569261"
"F8006C01","Population 3 years and over","2016","2016","-","All ages","12","All Irish speakers","Number","1761420"
"F8006C01","Population 3 years and over","2016","2016","-","All ages","13","Non-Irish speakers","Number","2667945"
"F8006C01","Population 3 years and over","2016","2016","-","All ages","98","Not stated","Number","139896"
"F8006C01","Population 3 years and over","2016","2016","003","3 years","07","Population","Number","68076"
"F8006C01","Population 3 years and over","2016","2016","003","3 years","12","All Irish speakers","Number","4414"
"F8006C01","Population 3 years and over","2016","2016","003","3 years","13","Non-Irish speakers","Number","58291"
"F8006C01","Population 3 years and over","2016","2016","003","3 years","98","Not stated","Number","5371"
"F8006C01","Population 3 years and over","2016","2016","004","4 years","07","Population","Number","70835"
"F8006C01","Population 3 years and over","2016","2016","004","4 years","12","All Irish speakers","Number","11678"
"F8006C01","Population 3 years and over","2016","2016","004","4 years","13","Non-Irish speakers","Number","55586"
